run_idx	sib_mortality	maternal_age_effect	mat_mortality	attenuation_cutoff	if_epi	if_invasion	k_s	x0_s	L_s	max_age	maternal_age_effect_quadratic_term	maternal_age_effect_vertex_x	epi_h	status	stop_reason	final_year	menopause_age_report	menopause_age_mean	dominant_allele	dominant_allele_frequency
50	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4700	>46	46.812375680545074	-20	0.10673866376594501
51	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4100	>46	47.086894157075776	-18	0.11035271825404759
52	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4300	>46	46.6255587991082	-23	0.11917961826757803
53	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4250	>46	46.97018925608008	-23	0.11921506826153133
54	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4400	>46	46.643277290504535	-22	0.1070270855266408
55	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4800	>46	46.634605669511785	-23	0.14518079677508816
56	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4650	>46	46.86258071479891	-22	0.10716664100821349
57	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4450	>46	46.73519048195843	-23	0.10421631638384003
58	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4450	>46	46.837794345798	-22	0.12155418599226422
59	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4600	>46	46.68813353865985	-23	0.12338313635474148
60	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4150	>46	46.74166046313755	-21	0.13074723560669332
61	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4150	>46	46.81518389242974	-23	0.10393482768221249
62	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4350	>46	46.51976778775624	-24	0.11782844923540477
63	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	5250	>46	46.62389235851858	-23	0.123466026460247
64	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4850	>46	46.559382011134176	-24	0.12109560921666938
65	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4600	>46	46.82821595543795	-24	0.10740711596765103
66	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4550	>46	46.63265319157488	-23	0.11997964751279945
67	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4650	>46	46.63561543466101	-23	0.11510689235630575
68	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4700	>46	46.48491311894873	-23	0.13093953953912044
69	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4500	>46	46.554124284426635	-24	0.1336862701021921
70	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4550	>46	46.873683976758414	-25	0.10696241778281522
71	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4550	>46	46.56133928817069	-21	0.10344368789308399
72	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4250	>46	46.75853430805503	-25	0.09942412288799536
73	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4350	>46	46.63580764707136	-25	0.12524815827216768
74	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4450	>46	46.75140459255829	-22	0.11166248313841388
75	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4550	>46	46.766995029856595	-22	0.13025641732158147
76	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4650	>46	46.55888570863835	-23	0.12046897432798734
77	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4550	>46	46.85091005876899	-22	0.11476010959143959
78	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4800	>46	46.58989926125563	-23	0.13255950432128413
79	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4800	>46	46.49600135649451	-24	0.1263389542103144
80	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4350	>46	46.79586827348224	-21	0.15280733641051766
81	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4300	>46	46.77228457550482	-25	0.10903335467039735
82	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4850	>46	46.886723809279516	-22	0.13131729100591427
83	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	5050	>46	46.64448213643083	-25	0.1243970692894774
84	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4150	>46	46.822904659664914	-24	0.10366102672877649
85	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4700	>46	46.442098504042505	-23	0.13812106758953052
86	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4550	>46	46.53190170281435	-23	0.14711808306926766
87	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4750	>46	46.46480661784188	-20	0.1181725413994173
88	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4800	>46	46.546553305056584	-24	0.11978745277163297
89	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4900	>46	46.61569709567531	-22	0.13592690326437892
90	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4850	>46	46.80657618760936	-22	0.12176762161621717
91	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4050	>46	46.72723266299038	-24	0.11509553758415318
92	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4650	>46	46.70672933338593	-24	0.11231733004727118
93	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4750	>46	46.578631503894194	-22	0.14216718996238126
94	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4450	>46	46.75471503413002	-23	0.11424223414020437
95	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4300	>46	46.695635253142065	-25	0.11683858067921538
96	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	5200	>46	46.55045969275945	-24	0.13772765781704221
97	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4800	>46	46.634834353334305	-23	0.12728526812244165
98	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4700	>46	46.679090162719206	-23	0.11007108624613383
99	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4400	>46	46.73822485671912	-22	0.14662298959207015
100	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4700	>46	46.55526484043346	-23	0.1375817002693708
101	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4700	>46	46.58493790561605	-24	0.12618862442189366
102	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4150	>46	46.76495616386107	-22	0.14388203102996328
103	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4600	>46	46.762825663513766	-24	0.10728467167720696
104	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4350	>46	46.93354213592631	-21	0.14507494420875156
105	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4750	>46	46.82594352577309	-24	0.13849274338541032
106	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4550	>46	46.93450457332846	-24	0.1063269347677476
107	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4850	>46	46.520663887573484	-23	0.12559564545199753
108	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4500	>46	46.603617345767375	-24	0.1120479011259755
109	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4450	>46	46.68890582220094	-22	0.13584444125814904
110	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4550	>46	46.455167754052766	-23	0.14580879933473576
111	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4700	>46	46.75720951434512	-24	0.11343678738663299
112	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	5150	>46	46.66217642244676	-23	0.10893996672617058
113	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4900	>46	46.70464807584886	-24	0.11327949806034024
114	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4700	>46	46.98343867264792	-23	0.11848264535439487
115	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4900	>46	46.66869657939847	-23	0.14032484075738905
116	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4600	>46	46.6926734921435	-22	0.11926081416161972
117	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4550	>46	46.70116678159208	-24	0.11877376447078554
118	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4750	>46	46.628242204695546	-20	0.10901267368971963
119	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4300	>46	46.775238741067504	-22	0.11884915402587005
120	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4450	>46	46.75652370710546	-22	0.1271454690963444
121	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4450	>46	46.64745743794173	-23	0.12058601431076552
122	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4300	>46	46.543607338515116	-24	0.12376977302722819
123	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4650	>46	46.47414921928473	-22	0.11791939329508339
124	0	0	0	NA	0	False	NA	NA	NA	70	NA	NA	NA	failed	early_stop_failed	4800	>46	46.40801589528484	-24	0.10534734823362983
125	1	0	0	0.0	0	False	0.15	3.0	1.1	70	NA	NA	NA	failed	early_stop_failed	4700	>46	46.78308693197578	-24	0.1086795195234396
126	1	0	0	0.0	0	False	0.15	3.0	1.5	70	NA	NA	NA	failed	early_stop_failed	4650	>46	46.8511539191241	-24	0.10858833017450524
127	1	0	0	0.0	0	False	0.15	3.0	2.0	70	NA	NA	NA	failed	early_stop_failed	5050	>46	46.7331213047808	-22	0.12497201697846806
128	1	0	0	0.0	0	False	0.15	3.0	3.0	70	NA	NA	NA	failed	early_stop_failed	4800	>46	46.441491863026336	-23	0.12641218147558594
129	1	0	0	0.0	0	False	0.15	3.0	5.0	70	NA	NA	NA	failed	early_stop_failed	4750	>46	46.61633718754227	-22	0.1239897505250232
130	1	0	0	0.0	0	False	0.15	3.5	1.1	70	NA	NA	NA	failed	early_stop_failed	4300	>46	46.74164499767912	-21	0.1237077241371102
131	1	0	0	0.0	0	False	0.15	3.5	1.5	70	NA	NA	NA	failed	early_stop_failed	5100	>46	46.73757455584048	-23	0.1314217946085271
132	1	0	0	0.0	0	False	0.15	3.5	2.0	70	NA	NA	NA	failed	early_stop_failed	5050	>46	46.76741712645442	-22	0.11415283874963475
133	1	0	0	0.0	0	False	0.15	3.5	3.0	70	NA	NA	NA	failed	early_stop_failed	4800	>46	46.56665164903114	-23	0.124427416861304
134	1	0	0	0.0	0	False	0.15	3.5	5.0	70	NA	NA	NA	failed	early_stop_failed	4450	>46	46.741425885144835	-22	0.1225206489362425
135	1	0	0	0.0	0	False	0.15	4.0	1.1	70	NA	NA	NA	failed	early_stop_failed	4800	>46	46.68937654617993	-23	0.14414365028580023
136	1	0	0	0.0	0	False	0.15	4.0	1.5	70	NA	NA	NA	failed	early_stop_failed	4550	>46	46.71001429024086	-22	0.1444769256875786
137	1	0	0	0.0	0	False	0.15	4.0	2.0	70	NA	NA	NA	failed	early_stop_failed	5300	>46	46.34665912214699	-22	0.1336852739444101
138	1	0	0	0.0	0	False	0.15	4.0	3.0	70	NA	NA	NA	failed	early_stop_failed	4800	>46	46.64221445901191	-24	0.14585576453502194
139	1	0	0	0.0	0	False	0.15	4.0	5.0	70	NA	NA	NA	failed	early_stop_failed	4600	>46	46.544284824122364	-24	0.1131653005757103
140	1	0	0	0.0	0	False	0.15	4.5	1.1	70	NA	NA	NA	failed	early_stop_failed	5300	>46	46.608610630313244	-23	0.12692278543061714
141	1	0	0	0.0	0	False	0.15	4.5	1.5	70	NA	NA	NA	failed	early_stop_failed	4750	>46	46.73396400759576	-23	0.12043795747248597
142	1	0	0	0.0	0	False	0.15	4.5	2.0	70	NA	NA	NA	failed	early_stop_failed	4900	>46	46.61444942567345	-23	0.14778228835211132
143	1	0	0	0.0	0	False	0.15	4.5	3.0	70	NA	NA	NA	failed	early_stop_failed	4250	>46	46.93259052075182	-24	0.10749062368575173
144	1	0	0	0.0	0	False	0.15	4.5	5.0	70	NA	NA	NA	failed	early_stop_failed	4950	>46	46.61323087027078	-23	0.11055843560349748
145	1	0	0	0.0	0	False	0.15	5.0	1.1	70	NA	NA	NA	failed	early_stop_failed	4900	>46	46.539495241585115	-24	0.13775478043813152
146	1	0	0	0.0	0	False	0.15	5.0	1.5	70	NA	NA	NA	failed	early_stop_failed	4700	>46	46.72286709779178	-24	0.10874487507547853
147	1	0	0	0.0	0	False	0.15	5.0	2.0	70	NA	NA	NA	failed	early_stop_failed	4400	>46	46.99052033078646	-22	0.09178245506768273
148	1	0	0	0.0	0	False	0.15	5.0	3.0	70	NA	NA	NA	failed	early_stop_failed	4100	>46	46.889399047713	-20	0.12663723162078905
149	1	0	0	0.0	0	False	0.15	5.0	5.0	70	NA	NA	NA	failed	early_stop_failed	4600	>46	46.49412495234786	-22	0.12557390945065028
150	1	0	0	0.0	0	False	0.2	3.0	1.1	70	NA	NA	NA	failed	early_stop_failed	4600	>46	46.869896142251626	-24	0.1315299984763781
151	1	0	0	0.0	0	False	0.2	3.0	1.5	70	NA	NA	NA	failed	early_stop_failed	4450	>46	46.564226156893376	-21	0.11340987206306063
152	1	0	0	0.0	0	False	0.2	3.0	2.0	70	NA	NA	NA	failed	early_stop_failed	4950	>46	46.5109543806071	-24	0.11839610993649168
153	1	0	0	0.0	0	False	0.2	3.0	3.0	70	NA	NA	NA	failed	early_stop_failed	5350	>46	46.53606030437165	-23	0.11759841863427106
154	1	0	0	0.0	0	False	0.2	3.0	5.0	70	NA	NA	NA	failed	early_stop_failed	4500	>46	46.69684115768898	-22	0.11474612054720998
155	1	0	0	0.0	0	False	0.2	3.5	1.1	70	NA	NA	NA	failed	early_stop_failed	4450	>46	46.64597649082985	-23	0.12440359303080221
156	1	0	0	0.0	0	False	0.2	3.5	1.5	70	NA	NA	NA	failed	early_stop_failed	4850	>46	46.59832800458949	-21	0.11698373313337969
157	1	0	0	0.0	0	False	0.2	3.5	2.0	70	NA	NA	NA	failed	early_stop_failed	4800	>46	46.85224302124677	-24	0.12058903546618696
158	1	0	0	0.0	0	False	0.2	3.5	3.0	70	NA	NA	NA	failed	early_stop_failed	5150	>46	46.457611485074615	-24	0.12303435512179117
159	1	0	0	0.0	0	False	0.2	3.5	5.0	70	NA	NA	NA	failed	early_stop_failed	5050	>46	46.88270345102168	-24	0.10903944139964813
160	1	0	0	0.0	0	False	0.2	4.0	1.1	70	NA	NA	NA	failed	early_stop_failed	4000	>46	46.981103860098784	-26	0.09576463897106478
161	1	0	0	0.0	0	False	0.2	4.0	1.5	70	NA	NA	NA	failed	early_stop_failed	4950	>46	46.73515092303026	-22	0.12598829318373728
162	1	0	0	0.0	0	False	0.2	4.0	2.0	70	NA	NA	NA	failed	early_stop_failed	4900	>46	46.87461256043542	-24	0.10833872568539578
163	1	0	0	0.0	0	False	0.2	4.0	3.0	70	NA	NA	NA	failed	early_stop_failed	4500	>46	46.598319189821645	-23	0.11425586620205987
164	1	0	0	0.0	0	False	0.2	4.0	5.0	70	NA	NA	NA	failed	early_stop_failed	5200	>46	46.529260395442556	-22	0.1293641973788658
165	1	0	0	0.0	0	False	0.2	4.5	1.1	70	NA	NA	NA	failed	early_stop_failed	4950	>46	46.513239082329804	-22	0.10661956854463307
166	1	0	0	0.0	0	False	0.2	4.5	1.5	70	NA	NA	NA	failed	early_stop_failed	5400	>46	46.694481624208734	-22	0.13160834968094717
167	1	0	0	0.0	0	False	0.2	4.5	2.0	70	NA	NA	NA	failed	early_stop_failed	4350	>46	46.68455353930671	-20	0.0959754576400155
168	1	0	0	0.0	0	False	0.2	4.5	3.0	70	NA	NA	NA	failed	early_stop_failed	4500	>46	46.66332511864898	-23	0.14019428221669442
169	1	0	0	0.0	0	False	0.2	4.5	5.0	70	NA	NA	NA	failed	early_stop_failed	4600	>46	46.476123279662545	-22	0.13811390160622486
170	1	0	0	0.0	0	False	0.2	5.0	1.1	70	NA	NA	NA	failed	early_stop_failed	4950	>46	46.532189016427814	-24	0.13548537374418507
171	1	0	0	0.0	0	False	0.2	5.0	1.5	70	NA	NA	NA	failed	early_stop_failed	4400	>46	46.555908019357545	-25	0.10415306731193189
172	1	0	0	0.0	0	False	0.2	5.0	2.0	70	NA	NA	NA	failed	early_stop_failed	5200	>46	46.70588940197183	-24	0.12779081443330068
173	1	0	0	0.0	0	False	0.2	5.0	3.0	70	NA	NA	NA	failed	early_stop_failed	4750	>46	46.370384381910746	-24	0.13673201056617335
174	1	0	0	0.0	0	False	0.2	5.0	5.0	70	NA	NA	NA	failed	early_stop_failed	4300	>46	47.27302111719604	-25	0.10141499185736665
175	1	0	0	0.0	0	False	0.25	3.0	1.1	70	NA	NA	NA	failed	early_stop_failed	4800	>46	46.562169763933355	-24	0.13245207594724598
176	1	0	0	0.0	0	False	0.25	3.0	1.5	70	NA	NA	NA	failed	early_stop_failed	5000	>46	46.55918646187201	-23	0.13036531324878176
177	1	0	0	0.0	0	False	0.25	3.0	2.0	70	NA	NA	NA	failed	early_stop_failed	4800	>46	46.825653165144004	-22	0.10137736303425615
178	1	0	0	0.0	0	False	0.25	3.0	3.0	70	NA	NA	NA	failed	early_stop_failed	4150	>46	46.94449011840964	-21	0.0837460769279849
179	1	0	0	0.0	0	False	0.25	3.0	5.0	70	NA	NA	NA	failed	early_stop_failed	4600	>46	46.750752129877306	-20	0.10758928579699584
180	1	0	0	0.0	0	False	0.25	3.5	1.1	70	NA	NA	NA	failed	early_stop_failed	4650	>46	46.80439963575345	-24	0.10305107653287307
181	1	0	0	0.0	0	False	0.25	3.5	1.5	70	NA	NA	NA	failed	early_stop_failed	4800	>46	46.75977043197674	-24	0.10360038960522581
182	1	0	0	0.0	0	False	0.25	3.5	2.0	70	NA	NA	NA	failed	early_stop_failed	5100	>46	46.7107911050878	-23	0.1286737552686207
183	1	0	0	0.0	0	False	0.25	3.5	3.0	70	NA	NA	NA	failed	early_stop_failed	5250	>46	46.65183010096972	-22	0.12029984279480996
184	1	0	0	0.0	0	False	0.25	3.5	5.0	70	NA	NA	NA	failed	early_stop_failed	5400	>46	46.65702359369704	-23	0.11190484895177219
185	1	0	0	0.0	0	False	0.25	4.0	1.1	70	NA	NA	NA	failed	early_stop_failed	4550	>46	47.04391041742505	-23	0.09615040190428059
